Order Ticket Number,Order Timestamp,Employee ID,Employee Name,Store ID,Store Name,Order Channel
TCK-002595,2025-02-17 16:40:17,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002596,2025-02-17 20:59:36,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002597,2025-02-17 16:58:45,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002598,2025-02-17 18:35:53,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002599,2025-02-17 19:58:41,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002600,2025-02-17 19:13:29,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002601,2025-02-17 14:03:47,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002602,2025-02-17 18:11:46,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002603,2025-02-17 18:57:55,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002604,2025-02-17 13:30:58,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-002605,2025-02-17 19:12:45,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002606,2025-02-17 19:03:59,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002607,2025-02-17 22:43:25,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002608,2025-02-17 20:06:28,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002609,2025-02-17 12:13:32,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-002610,2025-02-17 21:36:04,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002611,2025-02-18 22:45:50,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002612,2025-02-18 21:05:55,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002613,2025-02-18 19:18:41,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002614,2025-02-18 19:14:21,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-002615,2025-02-18 20:18:22,EMP-003,Priya Nair,STORE-01,Main Street Location,Uber Eats
TCK-002616,2025-02-18 20:00:23,EMP-002,Marcus Lee,STORE-01,Main Street Location,Takeout
TCK-002617,2025-02-18 16:37:37,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-002618,2025-02-18 17:24:41,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002619,2025-02-18 16:12:30,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002620,2025-02-18 16:01:42,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002621,2025-02-18 20:49:21,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002622,2025-02-18 12:33:44,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002623,2025-02-18 17:51:08,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002624,2025-02-18 17:17:01,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002625,2025-02-18 17:21:24,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002626,2025-02-18 22:49:16,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002627,2025-02-18 13:52:35,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-002628,2025-02-18 19:26:43,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002629,2025-02-18 17:13:01,EMP-003,Priya Nair,STORE-01,Main Street Location,Grubhub
TCK-002630,2025-02-18 19:12:50,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-002631,2025-02-18 20:24:16,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-002632,2025-02-18 11:33:14,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002633,2025-02-18 13:24:23,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-002634,2025-02-18 12:34:15,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-002635,2025-02-18 17:10:57,EMP-002,Marcus Lee,STORE-01,Main Street Location,Uber Eats
TCK-002636,2025-02-18 17:26:08,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002637,2025-02-18 19:17:29,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-002638,2025-02-18 11:11:15,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-002639,2025-02-18 11:18:00,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002640,2025-02-18 19:41:14,EMP-002,Marcus Lee,STORE-01,Main Street Location,Uber Eats
TCK-002641,2025-02-18 20:30:28,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002642,2025-02-18 14:06:59,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002643,2025-02-18 11:48:47,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002644,2025-02-18 18:59:20,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002645,2025-02-18 20:47:58,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-002646,2025-02-18 12:36:27,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002647,2025-02-19 20:36:05,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-002648,2025-02-19 17:47:16,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002649,2025-02-19 14:40:44,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002650,2025-02-19 22:57:11,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002651,2025-02-19 18:39:19,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002652,2025-02-19 18:47:21,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002653,2025-02-19 20:31:28,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002654,2025-02-19 13:41:37,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-002655,2025-02-19 13:36:38,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002656,2025-02-19 22:49:14,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002657,2025-02-19 14:20:46,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002658,2025-02-19 21:11:43,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002659,2025-02-19 13:53:21,EMP-004,Jordan Blake,STORE-01,Main Street Location,Uber Eats
TCK-002660,2025-02-19 13:29:55,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-002661,2025-02-19 18:48:51,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002662,2025-02-19 16:59:06,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002663,2025-02-19 11:10:04,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002664,2025-02-19 17:30:27,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002665,2025-02-19 13:11:38,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-002666,2025-02-19 22:19:31,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002667,2025-02-19 17:35:22,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002668,2025-02-19 15:48:01,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002669,2025-02-19 22:31:38,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-002670,2025-02-19 18:53:24,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002671,2025-02-19 12:36:57,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002672,2025-02-19 11:07:38,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002673,2025-02-19 20:55:58,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002674,2025-02-19 20:48:19,EMP-004,Jordan Blake,STORE-01,Main Street Location,Grubhub
TCK-002675,2025-02-19 20:51:19,EMP-005,Sam Whitfield,STORE-01,Main Street Location,DoorDash
TCK-002676,2025-02-19 13:38:59,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002677,2025-02-19 12:28:23,EMP-004,Jordan Blake,STORE-01,Main Street Location,Uber Eats
TCK-002678,2025-02-19 20:21:23,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-002679,2025-02-19 12:46:36,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002680,2025-02-19 13:14:15,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-002681,2025-02-19 12:51:10,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002682,2025-02-19 19:40:30,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-002683,2025-02-19 20:42:36,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002684,2025-02-19 18:39:57,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002685,2025-02-20 18:28:33,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002686,2025-02-20 20:10:17,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-002687,2025-02-20 20:09:27,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002688,2025-02-20 14:35:28,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-002689,2025-02-20 18:07:18,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002690,2025-02-20 12:44:12,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002691,2025-02-20 12:27:21,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002692,2025-02-20 20:30:57,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002693,2025-02-20 17:01:40,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Uber Eats
TCK-002694,2025-02-20 17:33:01,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002695,2025-02-20 19:37:15,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002696,2025-02-20 17:05:21,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-002697,2025-02-20 16:35:37,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002698,2025-02-20 17:58:43,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-002699,2025-02-20 18:15:22,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-002700,2025-02-20 17:49:02,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002701,2025-02-20 20:31:40,EMP-002,Marcus Lee,STORE-01,Main Street Location,Uber Eats
TCK-002702,2025-02-20 16:28:03,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-002703,2025-02-20 18:54:40,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002704,2025-02-20 18:26:06,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002705,2025-02-20 20:07:29,EMP-002,Marcus Lee,STORE-01,Main Street Location,Takeout
TCK-002706,2025-02-20 18:24:52,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002707,2025-02-20 21:38:57,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-002708,2025-02-20 22:35:02,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-002709,2025-02-20 20:42:26,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-002710,2025-02-20 12:21:24,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002711,2025-02-20 19:22:04,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002712,2025-02-20 12:41:56,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Grubhub
TCK-002713,2025-02-20 11:13:19,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002714,2025-02-20 12:10:28,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002715,2025-02-20 20:34:28,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-002716,2025-02-20 13:56:00,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002717,2025-02-20 17:21:15,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002718,2025-02-20 21:32:01,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002719,2025-02-20 19:12:04,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002720,2025-02-20 17:01:43,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-002721,2025-02-20 12:22:03,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002722,2025-02-20 18:59:59,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002723,2025-02-20 11:45:39,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002724,2025-02-20 11:28:14,EMP-004,Jordan Blake,STORE-01,Main Street Location,Grubhub
TCK-002725,2025-02-20 12:48:12,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002726,2025-02-20 19:57:41,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-002727,2025-02-20 19:16:02,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002728,2025-02-20 19:38:17,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002729,2025-02-20 19:48:27,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002730,2025-02-20 17:39:37,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-002731,2025-02-20 19:37:45,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002732,2025-02-20 19:01:07,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002733,2025-02-20 12:47:17,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-002734,2025-02-20 19:20:29,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002735,2025-02-20 17:00:53,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002736,2025-02-20 17:09:45,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-002737,2025-02-20 12:37:02,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002738,2025-02-20 19:10:25,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002739,2025-02-20 17:10:18,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002740,2025-02-21 19:05:36,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002741,2025-02-21 20:25:56,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002742,2025-02-21 17:29:10,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Grubhub
TCK-002743,2025-02-21 22:54:08,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-002744,2025-02-21 17:16:56,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002745,2025-02-21 12:57:56,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002746,2025-02-21 11:14:33,EMP-005,Sam Whitfield,STORE-01,Main Street Location,DoorDash
TCK-002747,2025-02-21 13:27:25,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002748,2025-02-21 15:06:06,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002749,2025-02-21 18:40:06,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Grubhub
TCK-002750,2025-02-21 19:40:18,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002751,2025-02-21 19:09:53,EMP-003,Priya Nair,STORE-01,Main Street Location,Uber Eats
TCK-002752,2025-02-21 18:30:01,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-002753,2025-02-21 20:17:41,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-002754,2025-02-21 12:28:46,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002755,2025-02-21 18:47:31,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-002756,2025-02-21 13:09:49,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002757,2025-02-21 19:00:52,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002758,2025-02-21 13:45:31,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002759,2025-02-21 12:11:02,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-002760,2025-02-21 19:14:55,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-002761,2025-02-21 13:50:57,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002762,2025-02-21 13:13:03,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002763,2025-02-21 19:45:46,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002764,2025-02-21 19:56:45,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002765,2025-02-21 21:27:52,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002766,2025-02-21 18:34:00,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002767,2025-02-21 11:19:53,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002768,2025-02-21 12:58:14,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002769,2025-02-21 19:31:30,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Grubhub
TCK-002770,2025-02-21 22:49:18,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002771,2025-02-21 20:03:41,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002772,2025-02-21 17:37:21,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-002773,2025-02-21 11:16:43,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002774,2025-02-21 19:58:23,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002775,2025-02-21 12:56:50,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002776,2025-02-21 21:39:22,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002777,2025-02-21 21:52:46,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002778,2025-02-21 22:59:44,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002779,2025-02-21 18:02:59,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002780,2025-02-21 19:27:22,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002781,2025-02-21 13:26:16,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002782,2025-02-21 18:55:18,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002783,2025-02-21 13:07:10,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-002784,2025-02-21 17:49:31,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002785,2025-02-21 12:25:30,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002786,2025-02-21 16:32:38,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002787,2025-02-21 19:47:43,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-002788,2025-02-21 19:57:25,EMP-002,Marcus Lee,STORE-01,Main Street Location,Uber Eats
TCK-002789,2025-02-21 18:28:33,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002790,2025-02-21 15:51:29,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002791,2025-02-21 20:54:59,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002792,2025-02-21 20:31:02,EMP-003,Priya Nair,STORE-01,Main Street Location,Uber Eats
TCK-002793,2025-02-21 17:23:23,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002794,2025-02-21 12:59:47,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002795,2025-02-21 13:57:21,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Grubhub
TCK-002796,2025-02-21 18:30:24,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002797,2025-02-21 13:52:51,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002798,2025-02-21 20:43:33,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002799,2025-02-21 18:21:38,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002800,2025-02-21 17:30:39,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002801,2025-02-21 13:19:52,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002802,2025-02-21 19:39:18,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002803,2025-02-21 16:39:07,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002804,2025-02-21 17:16:27,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-002805,2025-02-21 18:36:52,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Grubhub
TCK-002806,2025-02-21 21:33:32,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002807,2025-02-21 11:29:36,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-002808,2025-02-21 18:44:29,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002809,2025-02-21 20:58:39,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002810,2025-02-21 18:38:24,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Grubhub
TCK-002811,2025-02-21 11:36:04,EMP-002,Marcus Lee,STORE-01,Main Street Location,Takeout
TCK-002812,2025-02-21 15:20:01,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002813,2025-02-21 18:56:05,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002814,2025-02-21 11:05:57,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002815,2025-02-21 20:13:29,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002816,2025-02-21 13:43:57,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002817,2025-02-21 15:54:44,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002818,2025-02-21 17:19:21,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002819,2025-02-21 18:30:25,EMP-005,Sam Whitfield,STORE-01,Main Street Location,DoorDash
TCK-002820,2025-02-21 15:00:53,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002821,2025-02-21 20:21:54,EMP-003,Priya Nair,STORE-01,Main Street Location,Uber Eats
TCK-002822,2025-02-21 19:22:58,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002823,2025-02-21 13:18:05,EMP-003,Priya Nair,STORE-01,Main Street Location,Uber Eats
TCK-002824,2025-02-21 12:52:07,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002825,2025-02-21 17:28:24,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002826,2025-02-21 21:27:23,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002827,2025-02-21 17:20:02,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-002828,2025-02-21 12:23:23,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002829,2025-02-21 13:37:50,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002830,2025-02-21 12:58:17,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-002831,2025-02-21 19:48:25,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002832,2025-02-21 17:50:04,EMP-004,Jordan Blake,STORE-01,Main Street Location,Uber Eats
TCK-002833,2025-02-22 16:06:20,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002834,2025-02-22 17:08:49,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002835,2025-02-22 22:39:17,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002836,2025-02-22 11:54:45,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002837,2025-02-22 12:53:41,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002838,2025-02-22 17:16:30,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002839,2025-02-22 19:58:31,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002840,2025-02-22 16:10:32,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-002841,2025-02-22 15:29:05,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-002842,2025-02-22 17:08:01,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002843,2025-02-22 12:37:38,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002844,2025-02-22 19:28:14,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002845,2025-02-22 17:13:30,EMP-002,Marcus Lee,STORE-01,Main Street Location,Takeout
TCK-002846,2025-02-22 11:27:19,EMP-002,Marcus Lee,STORE-01,Main Street Location,Grubhub
TCK-002847,2025-02-22 17:23:02,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-002848,2025-02-22 17:34:28,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-002849,2025-02-22 18:06:42,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-002850,2025-02-22 11:01:49,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002851,2025-02-22 21:26:32,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-002852,2025-02-22 12:03:40,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-002853,2025-02-22 17:56:27,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Grubhub
TCK-002854,2025-02-22 19:10:34,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002855,2025-02-22 18:16:35,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-002856,2025-02-22 18:16:26,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-002857,2025-02-22 12:59:40,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Uber Eats
TCK-002858,2025-02-22 19:45:59,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-002859,2025-02-22 12:31:34,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
